id,name,open,labeled,commented,closed
MDU6SXNzdWU0NDMyODAzOTI=,https://github.com/swagger-api/swagger-editor/issues/1993,2019-05-13T08:55:32Z,2019-09-02T16:47:42Z,2019-06-01T08:15:31Z,2019-09-02T16:47:26Z
MDU6SXNzdWU0NDM3NTUwNzI=,https://github.com/swagger-api/swagger-editor/issues/1994,2019-05-14T07:33:07Z,,2019-09-11T11:10:21Z,2019-09-11T11:10:21Z
MDU6SXNzdWU0NDg0Nzg3MDQ=,https://github.com/swagger-api/swagger-editor/issues/2000,2019-05-25T16:10:52Z,,2019-05-25T21:13:12Z,2019-05-25T21:13:12Z
MDU6SXNzdWU0NTY3NTA5NzU=,https://github.com/swagger-api/swagger-editor/issues/2003,2019-06-17T05:36:26Z,,2019-06-17T09:01:18Z,2019-06-17T09:01:18Z
MDU6SXNzdWU0NTY4MzE4MzU=,https://github.com/swagger-api/swagger-editor/issues/2004,2019-06-17T09:26:40Z,,,
MDU6SXNzdWU0NTY5NDI5Njc=,https://github.com/swagger-api/swagger-editor/issues/2006,2019-06-17T13:43:49Z,,2019-06-18T08:12:04Z,2019-06-19T14:15:28Z
MDU6SXNzdWU0NTc4MTQyMTY=,https://github.com/swagger-api/swagger-editor/issues/2008,2019-06-19T05:32:50Z,2019-08-12T12:28:49Z,2019-06-19T09:08:26Z,
MDU6SXNzdWU0NTk4MTA5NDI=,https://github.com/swagger-api/swagger-editor/issues/2010,2019-06-24T10:22:27Z,,2019-06-24T12:07:25Z,2019-06-24T12:07:25Z
MDU6SXNzdWU0NjEwOTc3MDg=,https://github.com/swagger-api/swagger-editor/issues/2011,2019-06-26T17:37:32Z,,,2019-07-11T16:16:43Z
MDU6SXNzdWU0NjUzNTg3NDM=,https://github.com/swagger-api/swagger-editor/issues/2013,2019-07-08T16:43:33Z,2019-07-09T00:32:49Z,,2020-05-29T18:14:30Z
MDU6SXNzdWU0NjY5OTQ2MjY=,https://github.com/swagger-api/swagger-editor/issues/2014,2019-07-11T16:32:28Z,,,
MDU6SXNzdWU0NjcxMDkxNzc=,https://github.com/swagger-api/swagger-editor/issues/2015,2019-07-11T21:12:49Z,,,
MDU6SXNzdWU0Njg0MTcxOTY=,https://github.com/swagger-api/swagger-editor/issues/2016,2019-07-16T02:37:19Z,,,
MDU6SXNzdWU0Njk0NDg5NDA=,https://github.com/swagger-api/swagger-editor/issues/2017,2019-07-17T21:13:48Z,,2020-01-29T09:17:31Z,
MDU6SXNzdWU0NzIwNjY0MjY=,https://github.com/swagger-api/swagger-editor/issues/2019,2019-07-24T03:54:35Z,,2019-08-13T07:43:32Z,2019-08-13T21:43:13Z
MDU6SXNzdWU0NzQ0MzE1NDM=,https://github.com/swagger-api/swagger-editor/issues/2022,2019-07-30T07:55:48Z,,,2019-07-30T12:53:59Z
MDU6SXNzdWU0NzUwOTk3OTc=,https://github.com/swagger-api/swagger-editor/issues/2023,2019-07-31T11:55:35Z,,2019-08-06T15:03:26Z,2019-08-07T17:23:13Z
MDU6SXNzdWU0NzYxMzgyMDA=,https://github.com/swagger-api/swagger-editor/issues/2027,2019-08-02T11:41:22Z,,2019-08-02T11:42:35Z,2019-09-02T10:19:42Z
MDU6SXNzdWU0Nzg4NTczOTc=,https://github.com/swagger-api/swagger-editor/issues/2031,2019-08-09T08:13:17Z,2019-08-09T08:23:46Z,,
MDU6SXNzdWU0Nzk1Nzg3NDA=,https://github.com/swagger-api/swagger-editor/issues/2033,2019-08-12T10:44:35Z,2019-08-12T10:44:54Z,,
MDU6SXNzdWU0Nzk5MTcyOTA=,https://github.com/swagger-api/swagger-editor/issues/2034,2019-08-13T01:24:51Z,2019-08-13T21:51:19Z,2019-08-13T15:32:23Z,
MDU6SXNzdWU0ODI3MDI2MzM=,https://github.com/swagger-api/swagger-editor/issues/2036,2019-08-20T07:55:45Z,,2019-08-20T20:03:28Z,
MDU6SXNzdWU0ODQ0NjQxNTA=,https://github.com/swagger-api/swagger-editor/issues/2037,2019-08-23T10:46:17Z,,2019-08-26T14:49:53Z,2019-08-26T14:49:53Z
MDU6SXNzdWU0ODU2NzE4MDM=,https://github.com/swagger-api/swagger-editor/issues/2039,2019-08-27T08:45:44Z,,,
MDU6SXNzdWU0ODU4MjYyMDM=,https://github.com/swagger-api/swagger-editor/issues/2040,2019-08-27T13:54:44Z,,2020-01-24T17:14:52Z,
MDU6SXNzdWU0ODkxNTcyMjc=,https://github.com/swagger-api/swagger-editor/issues/2042,2019-09-04T13:21:37Z,,2019-09-05T17:06:05Z,2019-09-09T09:36:23Z
MDU6SXNzdWU0OTIzMDMwNTU=,https://github.com/swagger-api/swagger-editor/issues/2046,2019-09-11T15:15:24Z,2019-09-26T08:39:54Z,2019-09-11T21:00:02Z,2019-09-28T06:24:48Z
MDU6SXNzdWU0OTI1OTk0ODU=,https://github.com/swagger-api/swagger-editor/issues/2047,2019-09-12T05:52:07Z,2019-09-26T08:40:13Z,2019-09-12T14:31:35Z,2019-09-27T01:48:27Z
MDU6SXNzdWU0OTQ0NTM3ODc=,https://github.com/swagger-api/swagger-editor/issues/2048,2019-09-17T07:34:33Z,2019-09-17T07:34:33Z,2019-11-25T14:11:02Z,2019-11-25T14:11:02Z
MDU6SXNzdWU0OTQ0NTM4NjQ=,https://github.com/swagger-api/swagger-editor/issues/2049,2019-09-17T07:34:44Z,2019-09-17T07:34:44Z,2019-11-22T12:41:34Z,2019-11-22T12:41:34Z
MDU6SXNzdWU0OTU4MzMyODQ=,https://github.com/swagger-api/swagger-editor/issues/2050,2019-09-19T14:23:47Z,,2019-09-19T14:43:39Z,2019-09-20T18:15:09Z
MDU6SXNzdWU0OTgxODQyMTI=,https://github.com/swagger-api/swagger-editor/issues/2051,2019-09-25T10:06:50Z,2019-09-27T01:52:07Z,2019-09-25T12:44:53Z,
MDU6SXNzdWU0OTg4MTQ4NjY=,https://github.com/swagger-api/swagger-editor/issues/2052,2019-09-26T11:00:32Z,2019-09-26T11:00:41Z,2020-01-15T04:49:34Z,2020-05-14T00:29:47Z
MDU6SXNzdWU0OTk4MjQ2OTQ=,https://github.com/swagger-api/swagger-editor/issues/2053,2019-09-28T21:48:24Z,,2019-10-04T15:57:28Z,2019-10-09T02:03:56Z
MDU6SXNzdWU1MDE1MTA5MDk=,https://github.com/swagger-api/swagger-editor/issues/2055,2019-10-02T14:04:07Z,2019-10-02T14:04:22Z,,
MDU6SXNzdWU1MDE3MDk5NDQ=,https://github.com/swagger-api/swagger-editor/issues/2056,2019-10-02T20:30:10Z,,2019-10-03T02:33:14Z,2019-10-03T02:33:14Z
MDU6SXNzdWU1MDY5MzAwMTg=,https://github.com/swagger-api/swagger-editor/issues/2058,2019-10-15T00:02:03Z,,2019-10-15T13:19:21Z,2019-10-15T13:19:21Z
MDU6SXNzdWU1MDc0Mzc4OTI=,https://github.com/swagger-api/swagger-editor/issues/2059,2019-10-15T19:28:51Z,,,
MDU6SXNzdWU1MDgzNjgzMDA=,https://github.com/swagger-api/swagger-editor/issues/2060,2019-10-17T10:00:39Z,2019-10-17T19:14:24Z,2019-10-17T19:14:08Z,
MDU6SXNzdWU1MDgzNzAxMjc=,https://github.com/swagger-api/swagger-editor/issues/2061,2019-10-17T10:03:59Z,,2019-10-17T15:54:46Z,2019-10-23T15:50:56Z
MDU6SXNzdWU1MDkxOTI5ODk=,https://github.com/swagger-api/swagger-editor/issues/2062,2019-10-18T16:43:05Z,,,
MDU6SXNzdWU1MDk2MDk4OTc=,https://github.com/swagger-api/swagger-editor/issues/2063,2019-10-20T15:26:42Z,,,
MDU6SXNzdWU1MDk5MjQ1ODY=,https://github.com/swagger-api/swagger-editor/issues/2064,2019-10-21T12:16:52Z,,2019-10-22T17:59:47Z,2019-10-22T18:00Z
MDU6SXNzdWU1MTA3NjI2OTI=,https://github.com/swagger-api/swagger-editor/issues/2065,2019-10-22T16:14:17Z,,2019-10-22T17:35:56Z,
MDU6SXNzdWU1MTMyMzAyNjc=,https://github.com/swagger-api/swagger-editor/issues/2067,2019-10-28T10:51:24Z,,2019-10-28T13:13:20Z,2019-10-28T13:13:20Z
MDU6SXNzdWU1MTU0ODcxOTk=,https://github.com/swagger-api/swagger-editor/issues/2070,2019-10-31T14:40:52Z,2020-10-06T22:52:27Z,,
MDU6SXNzdWU1MjQ4MzQ2NzY=,https://github.com/swagger-api/swagger-editor/issues/2075,2019-11-19T07:51:06Z,,2019-11-19T17:48:01Z,2019-11-19T17:48:05Z
MDU6SXNzdWU1MjY3NDkzMTc=,https://github.com/swagger-api/swagger-editor/issues/2076,2019-11-21T17:51:15Z,2020-10-06T22:50:41Z,2019-11-21T17:52:46Z,2021-08-29T19:17:57Z
MDU6SXNzdWU1Mjc4Nzk0NjY=,https://github.com/swagger-api/swagger-editor/issues/2077,2019-11-25T06:35:28Z,,2019-12-29T07:27:21Z,
MDU6SXNzdWU1MzU3NDUyNDU=,https://github.com/swagger-api/swagger-editor/issues/2080,2019-12-10T13:54:23Z,,2019-12-13T11:54:32Z,2019-12-13T11:54:32Z
MDU6SXNzdWU1NDY5NDUyNzc=,https://github.com/swagger-api/swagger-editor/issues/2084,2020-01-08T15:49:14Z,,2020-01-08T15:57:35Z,2020-01-08T15:57:39Z
MDU6SXNzdWU1NDg1Nzg5Mzk=,https://github.com/swagger-api/swagger-editor/issues/2086,2020-01-12T14:37:32Z,,2020-01-13T11:03:50Z,2020-01-13T11:03:50Z
MDU6SXNzdWU1NDk3MDgyNDQ=,https://github.com/swagger-api/swagger-editor/issues/2087,2020-01-14T17:19:23Z,2020-10-06T22:47:57Z,2021-11-25T05:43:27Z,
MDU6SXNzdWU1NTEwMTQwMDA=,https://github.com/swagger-api/swagger-editor/issues/2088,2020-01-16T19:41:37Z,2020-01-17T13:19:04Z,2020-01-17T13:19:40Z,2020-01-17T13:19:41Z
MDU6SXNzdWU1NTE1NzkyNjM=,https://github.com/swagger-api/swagger-editor/issues/2089,2020-01-17T18:57:44Z,2020-01-17T19:52:34Z,2020-01-17T19:52:24Z,2020-01-17T20:00:39Z
MDU6SXNzdWU1NTIyMzI3MTI=,https://github.com/swagger-api/swagger-editor/issues/2090,2020-01-20T11:11:50Z,2020-01-20T11:12:02Z,2020-01-22T00:29:23Z,2020-01-22T00:29:10Z
MDU6SXNzdWU1NTQyNzUxNjU=,https://github.com/swagger-api/swagger-editor/issues/2091,2020-01-23T16:42:49Z,2020-01-23T16:43:03Z,2020-01-26T01:05:38Z,
MDU6SXNzdWU1NTUwODU4MDM=,https://github.com/swagger-api/swagger-editor/issues/2092,2020-01-25T13:30:47Z,,2020-01-25T13:42:12Z,2020-01-25T13:42:46Z
MDU6SXNzdWU1NTUzNzQxMjk=,https://github.com/swagger-api/swagger-editor/issues/2093,2020-01-27T06:08:17Z,,2020-01-27T20:56:35Z,
MDU6SXNzdWU1NTcwNjI0ODM=,https://github.com/swagger-api/swagger-editor/issues/2096,2020-01-29T19:17:44Z,2020-01-29T19:18Z,2020-03-01T20:15:01Z,2020-05-26T16:51:46Z
MDU6SXNzdWU1NTgxMzIyNTA=,https://github.com/swagger-api/swagger-editor/issues/2098,2020-01-31T13:28:32Z,2020-01-31T13:28:50Z,,2020-02-07T01:30:38Z
MDU6SXNzdWU1NTgxNDQyMjg=,https://github.com/swagger-api/swagger-editor/issues/2099,2020-01-31T13:51:36Z,2020-01-31T13:51:41Z,2021-11-15T16:09:57Z,2021-11-26T11:10:26Z
MDU6SXNzdWU1NTgyMjAxOTQ=,https://github.com/swagger-api/swagger-editor/issues/2100,2020-01-31T16:04:50Z,,,2020-01-31T16:53:08Z
MDU6SXNzdWU1NjU5MDQ4MjA=,https://github.com/swagger-api/swagger-editor/issues/2103,2020-02-16T13:24:19Z,2020-02-16T17:20:33Z,2020-02-16T17:20:26Z,2020-02-17T16:15:12Z
MDU6SXNzdWU1NjcxODk0Mjg=,https://github.com/swagger-api/swagger-editor/issues/2106,2020-02-18T22:10:04Z,,,2020-03-08T23:27:02Z
MDU6SXNzdWU1NzA1ODE3ODY=,https://github.com/swagger-api/swagger-editor/issues/2109,2020-02-25T13:44:59Z,,2020-02-25T16:07:03Z,2020-02-25T16:07:07Z
MDU6SXNzdWU1NzIzNTI4MTY=,https://github.com/swagger-api/swagger-editor/issues/2111,2020-02-27T20:53:17Z,,2020-02-27T21:18:24Z,2020-02-28T16:14:17Z
MDU6SXNzdWU1NzI5MjM3NTA=,https://github.com/swagger-api/swagger-editor/issues/2113,2020-02-28T18:19:38Z,,2020-02-28T18:47:17Z,2020-02-28T18:50Z
MDU6SXNzdWU1NzMwNjI4MDQ=,https://github.com/swagger-api/swagger-editor/issues/2114,2020-02-28T23:29:46Z,,2020-04-12T15:53:07Z,2020-10-15T20:28:55Z
MDU6SXNzdWU1NzUxMzg4MzQ=,https://github.com/swagger-api/swagger-editor/issues/2117,2020-03-04T05:01:35Z,,2020-03-04T05:02:37Z,2020-03-05T22:25:58Z
MDU6SXNzdWU1NzY4NzUzMTI=,https://github.com/swagger-api/swagger-editor/issues/2119,2020-03-06T11:37:05Z,,2020-03-11T16:55:57Z,2020-03-11T14:44:25Z
